"SongNumber","Title","ArtistName","AlbumName","ArtistLatitude","ArtistLongitude","ArtistLocation","Duration","Loudness","Hotness","Tempo","Year","KeySignature","KeySignatureConfidence","TimeSignature","TimeSignatureConfidence"
8040,"Tennessee Central Number Nine","Pee Wee King","Country_ Honky Tonk and Hillbilly Classic",43.04181,-87.90684,"Milwaukee WI",162.21995,-13.098,"nan",127.924,0,2,0.424,4,0
8041,"Don't Stop","Scweez","Rich Kidd Compilation Volume 3 ""Running the Game",37.77916,-122.42005,"California - SF",204.32934,-8.11,0,105.037,0,1,0.334,4,0.649
8042,"It Must Be Everywhere (Complete Version)","Nazz","13th And Pine",,,,151.562,-9.889,0.3347065491,167.829,0,5,0.392,4,0.949
8043,"A Piece Of My Heart","Gang Of Four","Hard",53.79449,-1.54658,"Leeds England",196.49261,-11.796,0.3829350901,143.606,1983,9,0.172,4,1
8044,"I Can't Rest","Fontella Bass","Rescued : The Best Of Fontella Bass",38.62774,-90.19951,"St. Louis MO",175.38567,-6.754,0.547952942,124.826,2006,7,0.517,4,0.518
8045,"Mi Gitana (feat. The Dey)","Los Del Rio_ The D.E.Y.","Quinceañera Macarena",,,,206.68036,-8.22,"nan",103.928,0,4,0.53,4,0.793
8046,"Nostalgia for Infinity","Jonn Serrie","Thousand Star",33.74831,-84.39111,"Atlanta  Ga",781.60934,-18.626,0.5395368263,144.354,0,11,0.49,7,0.63
8047,"Things I Don't Understand","Coldplay","Speed Of Sound",,,,295.67955,-6.473,0.6511711244,137.008,2005,9,0.526,3,0.622
8048,"Hold On (Album Version)","The Rance Allen Group","All the Way",42.33168,-83.04792,"Detroit MI",296.6722,-6.465,0.2704972072,140.283,0,10,0.733,4,0.682
8049,"Baby Please Don't","Tampa Red","Tampa Red Vol. 15 1951-1953",31.90143,-84.25274,"Smithville GA",181.08036,-13.939,"nan",72.177,0,2,0.42,1,0
8050,"Wo Ai Ni_ Zai Jian!","Sammi Cheng","La La La",,,,255.76444,-10.75,"nan",98.485,2004,2,0.843,4,0.937
8051,"Love Island (LP Version)","Eumir Deodato","VELVET LOVE",,,,397.66159,-13.114,0.4274465715,148.277,0,7,0.407,4,0
8052,"You Are Everything","Regina Belle","Reachin' Back",,,"Englewood NJ",225.33179,-7.991,0.4314328728,135.985,1995,10,0.203,4,0.517
8053,"Pictures To Prove It","The Mighty Mighty Bosstones","Question The Answers",,,"Boston MA",196.10077,-7.467,0.6016862439,160.138,1994,9,0.458,4,0.529
8054,"Stop The World","RIDDLIN' KIDS","Stop The World",30.2676,-97.74298,"Austin TX",195.65669,-3.044,0.6765489056,144.721,2004,6,0.363,4,0.419
8055,"Principe Nino","Gonzalo Rubalcaba","Mi Gran Pasion",23.1168,-82.38859,"Havana Cuba",374.49098,-12.101,0.2658610492,142.839,0,9,0.522,1,0
8056,"Another Day Another Night","Klubbingman feat. Beatrix Delgado","Another Day Another Night",,,,209.29261,-4.95,"nan",142.956,0,11,0.627,4,0.472
8057,"The Preacher","The Bronx Horns","Silver In the Bronx",40.71455,-74.00712,"New York",265.61261,-8.559,"nan",123.768,0,10,0.307,3,0.298
8058,"Shen Lai","Dylan Kuo","Not Anymore",,,,186.22649,-5.105,"nan",155.726,0,4,0.596,4,0
8059,"Blues All Around My Bed","Precious Bryant","Fool Me Good",35.21962,-80.01955,"North Carolina",154.30485,-11.301,0,179.081,2002,9,0.71,1,0
8060,"Paper Thin","Leona Naess","Comatised",,,"London England",645.38077,-12.793,0.548718667,120.36,2000,9,0.494,4,0.803
8061,"Carolan's Concerto","The Chieftains","Music Of The Celtic Harp",53.41961,-8.24055,"Ireland",185.86077,-14.344,0.5171489734,175.711,1971,2,0.771,4,0
8062,"Man Smart Woman Smarter","Robert Palmer","Gold",,,"Batley England",181.73342,-11.472,"nan",157.788,0,7,0.555,4,0.678
8063,"Two of a Kind","Frost","Cursed Again & Talking To God",52.47859,-1.9086,"Birmingham England",271.882,-5.981,0.352232225,154.753,0,1,0.355,4,0.161
8064,"Cafe deClouet","Galactic","Crazyhorse Mongoose",,,,21.39383,-30.249,"nan",102.841,1998,5,0.539,3,0.681
8065,"Gangsta Lean (Gangstapella)","D.R.S.","Gangsta Lean",31.1689,-100.07715,"Texas",237.16526,-22.258,"nan",165.168,1993,5,0.621,3,0.862
8066,"Gloria (In The Name Of Love Album Version)","Audio Adrenaline","In The Name Of Love",,,,285.83138,-4.035,0,144.987,0,9,0,4,0
8067,"The Gre(A)t Depression","Anti-Flag","The People or The Gun",,,"Pittsburgh PA",188.55138,-5.032,0.6138144439,146.141,2009,11,1,1,0
8068,"See You in the Morning","Pam Thum","Faithful",,,,291.02975,-11.178,0.2306268964,141.175,0,1,0.134,4,0.749
8069,"The Unidentified Flying Object","Perrey And Kingsley","The Out Sound From Way In!",,,,119.64036,-12.12,"nan",140.638,1988,5,0.723,1,0
8070,"Comfort Creek","Barbara Fairchild","Stories",63.03654,-149.10568,"Knobel AK",178.36363,-10.576,0,186.423,0,3,0.093,7,0.189
8071,"Hired Security","The Harvard Lampoon Comedians","The Harvard Lampoon Comedy CD - No Escape From Danger",,,,77.21751,-10.447,0.3320709823,151.215,0,1,0.785,7,0.685
8072,"Slipping Away/Here Is Kazmeyer","Information Society","Hack",,,"Minneapolis MN",251.61098,-13.573,0,90.011,1990,9,0.578,4,0.751
8073,"Love Is Gone (Eddie Thoneick's Liberte Mix)","David Guetta - Joachim Garraud - Chris Willis","Love Is Gone",,,,432.90077,-9.173,0.6189110863,85.351,0,11,0.717,1,1
8074,"Cierra Los Ojos Y Juntos Recordemos - Original","Yolandita Monge","Yolandita Monge Selected Hits Vol. 1",,,,214.49098,-15.632,"nan",110.599,0,1,0.047,4,0.171
8075,"Destroy Everything (Album Version)","Hatebreed","Supremacy",41.30711,-72.92496,"New Haven CT",209.05751,-3.08,0.2592315445,110.016,2006,7,0.115,4,0.981
8076,"Sunday In Marin","Chris Camozzi","Windows Of My Soul",,,,276.40118,-9.75,0,168.069,0,8,0.347,4,0.707
8077,"Quan Tou Tang","Miriam Yeung","Miriam",,,,258.5073,-7.963,"nan",90.027,0,0,0.763,4,0.528
8078,"Da Da Da Da","Tha Liks","X.O. Experience",,,,294.13832,-4.603,"nan",93.328,2001,1,0.527,4,1
8079,"TU MIRADA","Antonio Koudele","Aventura Cubana",,,,297.06404,-9.633,"nan",96.621,0,9,0.873,4,1
8080,"Mua rakastan","Murskahumppa","Murskapunkkia",,,,121.57342,-8.37,0,132.368,0,9,0,4,0.397
8081,"Hurry Up And Come","Cocoa Tea","Israel's King",,,"Kingston Jamaica",225.54077,-5.75,0,160.022,2008,4,0.78,4,0.291
8082,"Marrakech","Juan Carmona; Ricardo Larroze","Orillas",,,,234.05669,-9.464,"nan",115.231,0,2,0.463,3,1
8083,"It Gwine Dreada","The Twinkle Brothers","Rasta Pon Top",,,,194.63791,-12.828,0,120.538,0,0,0.497,4,0.637
8084,"When There's A Will_ There's A Way","Jimmy Johnson","Livin' The Life (Blues Reference)",39.73926,-89.50409,"Illinois",203.44118,-12.293,0,182.542,0,2,0.403,4,0
8085,"Mirame A La Cara (Version Salsa)","Andy & Lucas","Andy & Lucas (En Su Salsa)",,,"Cádiz",274.93832,-7.964,0,91.341,0,4,0.401,3,0.504
8086,"22 Going On 23","Butthole Surfers","Locust Abortion Technician",29.42449,-98.49462,"San Antonio TX",263.70567,-10.981,"nan",146.01,1987,4,0.686,4,0.129
8087,"Baby Mama","Camp Lo","The Best of Camp Lo Vol. 2",,,"New York NY [Bronx]",233.35138,-13.767,0,101.867,0,8,0.399,4,1
8088,"Lappi Pt IV Etiäinen","Nightwish","Angels Fall First",,,"Kitee Finland",153.44281,-9.326,0.6131252426,131.248,1997,4,0.994,4,0.066
8089,"Estoy Aquí","Shakira","The Remixes",,,"Barranquilla Colombia",366.70649,-7.098,"nan",123.448,1995,4,0.067,4,1
8090,"Private Dancer","Heavy D","Vibes",18.11526,-77.27348,"Jamaica West Indies",212.24444,-6.791,0.4309626725,153.058,2008,2,0.088,4,0.943
8091,"American Girl","Brooke Valentine","Chain Letter",,,"Houston TX",218.64444,-5.806,0.6680333476,130.495,2005,9,0.746,4,0.61
8092,"Liian vähän aikaa","Fredi","20 Suosikkia / Kun rakkaus voittaa",,,,228.362,-11.71,"nan",115.082,0,4,0.421,3,1
8093,"Michael Nobody aka Poetic Death","Snowgoons","A Fist In The Thought",49.01037,8.4092,"Karlsruhe Germany",197.85098,-6.006,"nan",80.505,2009,1,0.315,4,0.786
8094,"Shake That Thang","DJ Omega","Shake That Thang Remixes",,,,227.73506,-7.834,"nan",151.401,0,11,0.002,4,0.671
8095,"DJs Are The New Rockstars-Live Mashup Mix 7","DJ Godfather","DJs Are The New Rock Stars-Live Mashup Mix",,,,333.00853,-4.197,0.294006991,117.236,0,11,0.463,4,1
8096,"Stainless Steel Gamelan","John Cale","Stainless Gamelan: Inside The Dream Syndicate Vol. Iii",,,"Garnant Wales",624.66567,-12.161,0,101.37,0,2,0.002,1,0
8097,"Red Castle","Pumpkin Buzzard","Perfect Dragon",38.2589,-92.43659,"Missouri",41.24689,-12.319,"nan",105.115,0,2,0,4,0.461
8098,"50_000 Miles Beneath My Brain (Live)","Ten Years After","Live At The Filmore East",52.94922,-1.14392,"Nottingham England",598.41261,-10.76,"nan",128.239,0,9,0.741,4,0.359
8099,"Is It Love","3 of Hearts","3 Of Hearts",,,,224.07791,-8.811,"nan",101.684,2001,0,0.231,4,0.47
8100,"Baila Cariño","Pete Bamboo","Fasten Your Seat Belt",,,,290.37669,-4.502,0,156.078,0,9,0.389,4,0
8101,"Heart's Grown Cold (LP Version)","Blackfoot","Siogo",,,"Jacksonville FL",204.09424,-11.774,0.3552855364,146.186,0,4,0.974,4,0
8102,"Falling Apart","Dario Marianelli","The Soloist",,,,70.05995,-24.651,0.4569495435,60.404,2009,9,0.253,1,0
8103,"New Milk Cow Blues","Moon Mullican","Broken Dreams",30.99688,-94.82807,"Corrigan Polk County TX",175.0722,-19.273,0,80.583,0,2,0.291,3,1
8104,"Llorando Por Amor","Flor Silvestre","15 Grandes Exitos-Flor Silvestre",,,,161.93261,-7.8,"nan",98.713,0,2,0.904,4,0.613
8105,"L.S.M.","Year of Desolation","Your Blood_ My Vendetta",,,,259.02975,-5.284,0,98.638,2005,11,0.129,5,1
8106,"Superstar (feat. J-Noxx)","Hollowtip","Flawless 2",40.994709,-77.604538,"Pennsylvania",265.82159,-7.284,"nan",174.984,0,1,0.472,4,0.826
8107,"Transmission (Album Version)","Static-X","Shadow Zone",32.61436,-86.68073,"Alabama",98.89914,-3.805,0.7915205534,85.466,2003,0,0.541,5,1
8108,"To Sir With Love","Lady Saw","Lover Girl",,,"St. Mary's Jamaica",180.81914,-13.606,0.2150803185,164.069,1994,4,0.56,4,0
8109,"Cycle Time","Liars","Liars",34.05349,-118.24532,"LA / NYC",136.17587,-5.492,"nan",130.48,2007,4,0.195,4,0.813
8110,"Beauty Supply And Demand","Busdriver","Well Deep: Ten Years Of Big Dada",,,,125.77914,-7.117,"nan",242.7,2004,1,0.481,4,0
8111,"Sauer","Klimperei","Improvisation with myself_ volume1",46.71067,1.71819,"FR",99.29098,-6.748,0,88.138,0,3,0.177,4,0.562
8112,"Deep Blue","Dave Eggar","Left Of Blue",34.05349,-118.24532,"California - LA",225.25342,-27.019,0.2623089972,149.895,2005,2,0.007,4,0.74
8113,"Signs Can Hear All","Ciaran Byrne","Galtrim",,,,150.282,-14.305,0,73.314,2006,0,0.334,7,0.991
8114,"I Will Turn Your Money Green (Take 1)","Furry Lewis","Masters Of Memphis Blues_ CD A",,,"Greenwood MS",193.20118,-19.233,0.6461512338,102.248,0,6,0.002,4,0.221
8115,"High On the Mountain","The Del McCoury Band","By Request",,,,183.17016,-14.668,0,180.521,0,0,0.594,4,0
8116,"Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)","X-ecutioners featuring Tom Tom Club & Biz Markie","Built From Scratch",,,"New York NY",236.43383,-5.438,0.518759898,102.643,2001,0,0,4,1
8117,"Lucky Fellow - Original","Leroy Hutson","Leroy Hutson Selected Hits Vol. 2",40.73197,-74.17418,"Newark NJ",291.49995,-13.629,0.3347065491,97.691,0,1,0.261,4,0.369
8118,"Mr. Crump","Mum","The Szabotnik 15 Mission",,,,242.18077,-7.665,0,83.341,0,2,0.535,1,0.694
8119,"Donnez-nous des jardins","Pierre Perret","Pierrot chante pour les gamins_ les marmots...",,,,238.10567,-10.987,"nan",108.241,1975,4,0.64,4,0.611
8120,"Mi Vida Se Pinto De Gris","Yndio","Lo Basico",,,,162.61179,-6.419,"nan",107.741,0,9,0.497,1,0
8121,"Serenata","Tranzas","Serenata",,,,204.85179,-6.682,0.5896996809,126.956,0,8,0.594,4,0.343
8122,"C'est pour vous que je chante","Les Hou-Lops","Vendredi m'obsède",,,,177.50159,-8.675,"nan",99.214,0,9,0.671,4,0.433
8123,"Start Me Up","The Rolling Stones","Live Licks",51.50632,-0.12714,"London England",242.20689,-3.237,"nan",130.372,1981,5,0.842,4,0
8124,"Let's Get High (Yves Larock Radio Edit w Rap)","Anane","Let's Get High",,,,225.07057,-5.554,"nan",84.682,0,9,0.605,3,1
8125,"Raindrops Keep Falling On My Head","David Arkenstone","Dream Palace",35.83073,-85.97874,"Tennessee",236.09424,-15.737,0.2445628507,91.888,0,2,0.905,4,0.537
8126,"New Round And Round","Casey Bill Weldon","Casey Bill Weldon Vol. 3 1937-1938",34.7519,-92.13055,"Arkansas",183.71873,-18.742,"nan",107.957,0,7,0.211,4,0
8127,"Marvel Hill","The Cardigans","Gran Turismo",,,"J�ping Sweden",255.39873,-8.022,0.6417861862,105.919,1998,10,0.558,3,0.882
8128,"Live Then Lay","Naughty By Nature featuring Phiness","Nineteen Naughty Nine Nature's Fury",,,"East Orange NJ",241.24036,-9.742,0.3867901771,107.936,0,1,0.042,3,1
8129,"Love Is What We Make It","Kenny Rogers","Very Best Of Kenny Rogers",,,"Houston TX",258.89914,-15.835,"nan",156.507,1999,2,0.958,3,0
8130,"So Long (Originally Performed by Abba)","The Meatmen","Cover the Earth",42.73383,-84.59334,"Lansing MI",211.3824,-5.712,"nan",149.79,0,7,1,4,0.71
8131,"Got The Blues","Blind Lemon Jefferson","The Complete Classic Sides Remastered: Chicago 1926 Disc A",31.1689,-100.07715,"Couchman TX",175.15057,-19.239,"nan",101.676,1926,4,0.18,3,0.607
8132,"Turn Yourn Radio On","Andy Griffith","Somebody Bigger Than You And I",,,,151.32689,-11.579,0.2396290978,160.623,0,4,0.62,4,0.297
8133,"Brown Eyed Girl","The Sonics_ Charlie & The Tunas","The Sonics Meet Charlie & The Tunas",47.25513,-122.44165,"Tacoma WA",243.1473,-10.207,"nan",130.382,0,4,0.637,4,0.54
8134,"All The Way","Joey McIntyre","Talk To Me",42.28107,-71.23605,"Needham MA",173.322,-19.928,0.5508908402,202.693,0,5,0.624,5,0.471
8135,"Why","Kol Simcha","Voice Of Joy",,,,548.38812,-24.568,0.361921101,156.27,0,0,0.651,4,0.729
8136,"East Bay Bounce","Paul Taylor","Nightlife",43.00029,-107.55405,"Wyoming",249.83465,-4.73,0.6406840303,100.058,0,5,0.269,4,0.683
8137,"Infant Dreams","Bill Douglas","Jewel Lake",,,,147.17342,-33.364,0.2707759989,108.948,0,5,0.59,4,0
8138,"Teska (Teska)","Greek Gypsy Musicians","Music of the Greek Gypsies",,,,214.72608,-11.277,0,158.419,0,5,0.277,7,0.695
8139,"One Night Alone","Vixen","Vixen",,,"California - LA",229.642,-12.818,0.6822181352,129.846,1988,0,0.725,4,0
8140,"Forever","VHS Or Beta","Night On Fire",38.25486,-85.7664,"Louisville KY",343.562,-5.82,0.5275553561,123.847,2004,8,0.637,4,1
8141,"Bed Of Roses","Warrant","Cherry Pie",,,"GERMANY",244.08771,-6.228,0.6021943108,123.245,0,7,0.788,4,1
8142,"Wives ( LP Version )","Bill Cosby","Revenge",39.95227,-75.16237,"Philadelphia PA",157.43955,-13.915,0,109.516,1967,5,0.337,5,0.891
8143,"Indo","Studio","West Coast",,,,568.99873,-18.786,0.6434705772,100.648,0,7,0.777,4,0.805
8144,"Youll Rue The Day","Spade Cooley","King Of Western Swing_ Vol. 4",,,,181.31546,-26.646,"nan",102.846,0,9,0.363,4,0.064
8145,"Celluloid Heroes","Bon Jovi / Ray Davies","Misunderstood",,,"Sayreville NJ",336.84853,-5.158,"nan",130.281,2002,6,0.896,4,0.283
8146,"Bonita","Barbara Lusch","Barbara Lusch",44.11559,-120.51484,"Oregon",263.81016,-14.048,0.1942142462,121.379,0,2,0.605,4,0.018
8147,"Fly Talkin'","Lil Wayne","500 Degreez",29.95369,-90.07771,"New Orleans",98.16771,-3.887,0.5726023284,123.881,0,1,0.497,5,1
8148,"Every You Every Me (Infected By The Scourge Of The Earth)","Placebo","Every You Every Me",,,"London England",237.94893,-6.519,"nan",136.957,1999,10,0.707,4,1
8149,"Jole Brun","Harry Choates","Fiddle King Of Cajun Swing",30.23513,-92.26831,"Rayne LA",138.1873,-16.188,"nan",152.709,0,6,0.418,3,1
8150,"Credits","Pete Miser","What It Be...",40.71455,-74.00712,"NY - New York City",32.96608,-8.236,"nan",95.761,0,2,0.242,4,1
8151,"First Day (Album version)","Timo Maas","Pictures",,,,232.38485,-5.797,0.488289876,124.995,2005,11,0.175,4,1
8152,"Losing track","You Should Go Ahead","Emotional cocktail",,,,234.78812,-3.137,"nan",143.513,0,9,0.427,4,0
8153,"It Ain't No Use","Jimmy McCracklin","Blues Blastin': The Modern Recordings Vol 2",38.62774,-90.19951,"St. Louis MO",201.97832,-10.015,0,104.358,0,0,0.523,4,0.423
8154,"Why Don't You Do Right (Album Version)","Jim Kweskin with Samoa Wilson","Now And Again",41.05182,-73.54223,"Stamford CT",265.01179,-12.437,"nan",110.837,0,9,0.742,4,0
8155,"Tuck That Sh*t","Messy Marv","Prices On My Head: Thug Money On Yo Family_ Vol. 2",37.77916,-122.42005,"California - SF",163.10812,-5.347,"nan",63.198,0,4,0.574,5,0.308
8156,"Free","Darwin Hobbs","WOW Gospel 2010",,,,311.95383,-7.487,0.4944895175,140.085,0,1,0.323,3,0.642
8157,"Arco Arena","Cake","Comfort Eagle",,,,91.32363,-9.558,0.7644195693,157.992,2001,9,0.523,4,0.249
8158,"Malice","Behemoth","Thelema 6",,,"POLAND",146.46812,-5.497,0.5584417469,126.154,2000,2,0,4,0
8159,"Ride Out Dip","Crucial Conflict","Planet CruCon",41.88415,-87.63241,"Chicago IL",230.5824,-5.79,0.518759898,147.99,2008,6,0.42,4,0.643
8160,"Red Gun","The Forms","The Forms",40.65507,-73.94888,"Brooklyn New York",145.08363,-9.098,0.4408264405,108.888,2007,3,0.067,5,1
8161,"I Want You","Sophie B. Hawkins","The Best Of Sophie B. Hawkins",40.79086,-73.96644,"New York NY [Manhattan]",316.76036,-11.76,"nan",98.406,1992,11,0.337,3,0.752
8162,"Love & Understanding","Lady Saw","Give Me The Reason",,,"St. Mary's Jamaica",218.40934,-11.496,0,67.137,1996,1,0.544,3,0.422
8163,"Up Jumped The Devil - Live","Clarence Gatemouth Brown","Live",30.19145,-93.58068,"Vinton LA",192.83546,-9.476,"nan",153.021,0,2,0.613,1,0
8164,"Cry Of My Heart","Wayne Watson","Living Room",,,"Wisner LA",226.24608,-8.781,0,99.093,0,4,0.655,4,0.908
8165,"Ralph's Rhapsody","Ray Lynch","The Best Of Ray Lynch",,,,283.74159,-16.715,0.547952942,122.895,1998,6,0.538,4,0.784
8166,"We Are The Ones (Lounge Version)","Zombie Girl","Blood_ Brains_ & Rock'N'Roll (Limited)",,,"Edmonton Alberta Canada",273.34485,-7.184,"nan",123.004,2007,1,0,4,0.161
8167,"Mefistofele/Spunta... l'aurora pallida...","Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti","Mefistofele",,,,216.68526,-24.009,"nan",85.184,0,4,0.433,4,0.515
8168,"We're Not Gonna Bow","Jeff And Sheri Easter","Ordinary Day",,,,222.92853,-5.825,0.2408209527,121.944,0,8,0.643,4,0.202
8169,"In Hell (Album Version)","A Perfect Murder","War Of Aggression",37.27188,-119.27023,"CA",229.79873,-5.118,0.5254971189,239.407,2007,2,1,4,0
8170,"Va Por Usted","Rocio Jurado","La Copla",,,,359.65342,-4.523,0,99.882,0,0,0,1,0.463
8171,"The last havoc","Necrodaemon","Prophecy Of The Decadent",,,,225.59302,-3.883,"nan",210.124,0,9,0.012,4,0.362
8172,"Stand By Me","Atomic Rooster","Made In England",,,"United Kingdom",203.31057,-6.958,"nan",104.796,1972,9,0.161,4,0.476
8173,"He Was Here","Scott Krippayne","It Goes Like This",38.8991,-77.029,"Washington",192.60036,-12.883,0,88.537,0,11,0.367,5,0.57
8174,"Ella Speed","Rick Ross","Fireflies in the Rain",,,"Miami",158.22322,-11.807,"nan",114.066,0,7,0.427,1,0
8175,"Lay All Your Love On Me (LP Version)","Information Society","Hits",,,"Minneapolis MN",221.6224,-11.881,0.6860148345,128.137,0,7,0.414,4,0
8176,"Chatma","Tinariwen","Amassakoul",17.57975,-3.99883,"Mali Africa",336.32608,-12.328,0.5637552084,105.981,2003,9,0.048,4,1
8177,"How It Begins","Ice & Breeze","My Turn",,,"Tennessee",521.19465,-5.543,"nan",145.011,0,11,0,4,0.315
8178,"The way to Peace","Uman","You Are Here",50.50101,4.47684,"Belgium",412.02893,-14.964,0,84.949,0,7,0.34,4,0.76
8179,"The Carnival  feat. Japjit Kaur","Niraj Chag","Revolution Rising: ethnotechno.com vol.1 presented by dimmSummer",,,,293.40689,-4.994,0.2538347361,179.004,0,1,0,4,0.259
8180,"Keep Walking","The Wilburns","More Than Religion",,,,182.22975,-9.156,0,148.024,0,7,0.694,4,0.149
8181,"Is It Wrong","Warner mack","True Country",36.16778,-86.77836,"Nashville TN",160.20853,-10.261,"nan",98.612,0,9,0.828,4,0
8182,"Party Favours (Dee Dee's Flukey Remix)","Bionikworld","Preset 001 / Reset 001",,,,413.51791,-7.801,0,125.997,0,11,0.03,4,0.429
8183,"Xenophobic Hate Machine","Bodies In the Gears of the Apparatus","Split CD",,,,126.17098,-6.551,0.4439199135,88.053,2005,6,0.22,4,0.678
8184,"learn (Album Version)","One Be Lo","Everything",,,"Detroit MI",164.85832,-5.239,"nan",58.407,0,2,0.574,4,0.628
8185,"COLD MORNING","Portobello","Face The Music",,,,304.84853,-7.486,"nan",129.699,0,9,0.271,4,0.333
8186,"Syrup Sipping (Banner Beat Break)","David Banner","The Greatest Story Ever Told",,,"Jackson MS",72.4371,-11.576,"nan",167.018,2008,3,0.159,4,0.789
8187,"Parabolics Studies 6","Henri Pousseur","Eight Parabolic Studies",50.93364,4.22417,"Malm� Belgium",1266.41587,-8.473,"nan",89.467,0,7,0.523,7,0.502
8188,"4 Words (To Choke Upon)","Bullet For My Valentine","The Poison",,,"Bridgend South Wales UK",223.76444,-2.839,0.5131897361,185.012,2005,8,0.673,4,0
8189,"Feverish","Spitfire","Sex Bomb",37.97615,23.73641,"Athens",109.26975,-11.286,0,139.02,0,1,0.01,4,0.632
8190,"Falling Stars","Desert Dwellers","ASUDHA - Yoga Dub Grooves",,,,489.58649,-14.66,0.2291441037,97.014,0,6,0.417,4,0.578
8191,"Liquid Mercury","Jimmy Page","Outrider",51.4855,-0.37196,"Heston Middlesex England",184.78975,-10.939,0.6443620692,149.981,1988,2,1,7,0.158
8192,"Badrock City","Big Audio Dynamite","No. 10_ Upping St.",51.50632,-0.12714,"London England",424.22812,-16.6,0.2150803185,125.038,1986,1,0.87,4,1
8193,"Psalm 27","Donnie McClurkin","Live in London and More ..",,,,302.36689,-8.004,0.3920087715,150.117,2000,5,0.664,4,0.408
8194,"The Lakes Of Pontchartrain","Planxty","The Planxty Collection",,,,345.70404,-22.715,0.4597249883,45.199,0,4,0.472,4,0
8195,"Fly Away (Instrumental)","HardNox","Fly Away",37.77916,-122.42005,"California - SF",212.89751,-6.117,"nan",118.026,0,0,0,4,1
8196,"Waitin' For The Wind","Spooky Tooth","The Best Of Spooky Tooth",,,"Great Britain / UK",222.14485,-14.736,"nan",96.645,1969,2,0.759,4,0.754
8197,"Herz an herz (Live Version)","Paso Doble","Hautnah",,,,330.37016,-8.259,"nan",147.002,0,11,0.715,4,0
8198,"Suburban Living","Yuppie Pricks","Initial Public Offering",,,"Austin",161.38404,-6.72,"nan",155.127,0,0,0.323,4,0.61
8199,"Chicago Bound Blues","Bessie Smith","Queen Of The Blues: Volume 1 B",35.04644,-85.30946,"Chattanooga TN",187.03628,-19.27,"nan",70.746,1991,10,0.052,1,0
8200,"Papa Legba (2005 Digital Remaster)","Talking Heads","True Stories",,,,355.73506,-9.306,0.3041695034,113.142,1986,5,0.241,4,0.983
8201,"I Know Where I Am Now","Jake Hess","Special Homecoming Moments",35.83073,-85.97874,"Tennessee",298.89261,-15.102,0.2538347361,99.958,2004,10,0.35,4,0.741
8202,"Sudenkorento -Life On Mars-","Hector","20 Suosikkia / Lumi teki enkelin eteiseen",,,"CANADA - Ontario",223.13751,-6.752,"nan",120.833,0,2,0.805,4,0.66
8203,"I Don't Love You Anymore","George Jones","George Jones-the Best of Vol. 1",,,"Beaumont Texas",143.0722,-11.341,0,134.132,0,5,0.457,4,0.542
8204,"Inti Guauqui","Jorge Alfano","Inti: Mystical Music of the Andes",,,"Florida",275.82649,-24.991,"nan",32.239,0,8,0.578,1,0
8205,"Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version))","Novaspace","Dancing With Tears In My Eyes 2004",,,"Berlin Germany",389.61587,-7.915,0.2669551863,139.991,2004,11,0.867,1,0.098
8206,"Show Some Love Where Is The Love feat. MackaB","Carroll Thompson","The Other Side of Love",,,,425.19465,-8.091,"nan",171.991,0,7,1,4,0.449
8207,"Titan","The Bongo Man","Beat Treatment",,,,447.58159,-7.596,"nan",85.915,0,7,0.277,3,1
8208,"Like I Never Loved Before","Phil Vassar","Phil Vassar",,,"Lynchburg VA",265.24689,-8.387,0.5122536543,131.458,2000,9,0.936,3,0.547
8209,"Man No Sober (LP Version)","Steel Pulse","True Democracy",,,"Birmingham England",266.05669,-10.762,0.5912913734,153.264,1982,11,1,4,0
8210,"Brivdiena","Intars Busulis","Kino",,,,206.31465,-6.447,0.400039657,140.076,0,2,0.541,4,0.409
8211,"Fear Factor (Shiny Happy Jihad)","Joe Rogan","Shiny Happy Jihad",40.73197,-74.17418,"Newark NJ",183.97995,-9.689,0.5331551919,58.165,2007,10,0.005,4,0.604
8212,"Dying Under A Binary Star","Crematorium","The Process of Endtime",,,,198.26893,-5.428,0.3347065491,84.913,2005,6,0,4,0.474
8213,"All Alone (Live)","Gorillaz","Dirty Harry",,,,219.37587,-7.36,0.516121856,148,2005,7,0.512,4,0.463
8214,"Please Come Out Tonight","Phil Collins","Both Sides",,,"Chiswick London England",346.5922,-15.018,"nan",89.921,1993,3,0.778,4,0.473
8215,"Big World","David Saylor","True Reflection",,,,217.65179,-8.852,0,102.99,0,7,0.453,4,0.436
8216,"Carita De Rosa","Gertrudis","Teta",,,,233.27302,-5.92,0.377531645,208.002,2003,9,0.586,4,0.636
8217,"Llegaste Tú","Huey Dunbar","Music For My Peoples",,,,249.52118,-5.951,0.3759843015,98.998,0,3,0.369,4,0.256
8218,"The Object Of My Affection","Russ Morgan","Music In The Morgan Manner (Digitally Remastered)",41.41013,-75.66079,"Scranton PA",197.38077,-14.728,"nan",100.341,0,3,0,1,0
8219,"Where Are You?","Arthur Tracy","Street Singer",46.97933,28.39131,"Kamenetz-Podolsk Moldavia",188.86485,-17.193,0,81.858,0,8,0.289,4,0.965
8220,"Pobre diabla (Directo 09)","Carlos Baute","Directo en tus manos",,,,236.77342,-4.548,0.2669551863,122.645,0,9,0.587,5,0.749
